날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
2025-02-06,2,브로큰,2025-02-05,22618,66733,203142960
2025-02-06,3,말할 수 없는 비밀,2025-01-27,20051,436240,183449100
2025-02-06,4,검은 수녀들,2025-01-24,15350,1516778,143297060
2025-02-06,5,서브스턴스,2024-12-11,5217,401972,49809900
2025-02-06,6,하얼빈,2024-12-24,3166,4880223,28853300
2025-02-06,7,더 폴: 디렉터스 컷,2024-12-25,2104,104507,24750200
2025-02-06,8,뽀로로 극장판 바닷속 대모험,2025-01-01,1753,393563,11309600
2025-02-06,9,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제1장,2025-02-06,1620,1703,15697160
2025-02-06,10,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,1362,152319,11299500
2025-02-07,1,히트맨2,2025-01-22,36069,2150609,344717000
2025-02-07,2,말할 수 없는 비밀,2025-01-27,24167,460407,232492780
2025-02-07,3,브로큰,2025-02-05,22775,89508,212502860
2025-02-07,4,검은 수녀들,2025-01-24,17415,1534193,168373100
2025-02-07,5,서브스턴스,2024-12-11,6340,408312,62522900
2025-02-07,6,하얼빈,2024-12-24,3772,4883995,34433700
2025-02-07,7,아이유 콘서트 : 더 위닝,2025-01-24,3190,63260,88975000
2025-02-07,8,더 폴: 디렉터스 컷,2024-12-25,2481,106988,30174000
2025-02-07,9,"레드벨벳 해피니스 다이어리 : 마이 디어, 레베럽 인 시네마",2025-02-05,2295,4617,57371000
2025-02-07,10,귀신경찰,2025-01-24,1699,52612,13741100
2025-02-08,1,히트맨2,2025-01-22,87397,2238006,837958160
2025-02-08,2,말할 수 없는 비밀,2025-01-27,60091,520498,589983720
2025-02-08,3,브로큰,2025-02-05,39416,128924,381276100
2025-02-08,4,검은 수녀들,2025-01-24,36259,1570452,354461260
2025-02-08,5,서브스턴스,2024-12-11,13039,421351,128353020
2025-02-08,6,하얼빈,2024-12-24,6620,4890615,63914900
2025-02-08,7,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,6131,159676,55169020
2025-02-08,8,더 폴: 디렉터스 컷,2024-12-25,5179,112167,58708400
2025-02-08,9,뽀로로 극장판 바닷속 대모험,2025-01-01,3892,398660,36012600
2025-02-08,10,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,3144,36518,27676500
2025-02-09,1,히트맨2,2025-01-22,78083,2316089,747734800
2025-02-09,2,말할 수 없는 비밀,2025-01-27,53979,574477,535332640
2025-02-09,3,브로큰,2025-02-05,32074,160998,309187040
2025-02-09,4,검은 수녀들,2025-01-24,29864,1600316,290869600
2025-02-09,5,서브스턴스,2024-12-11,11194,432545,111236000
2025-02-09,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,6992,166668,62587800
2025-02-09,7,하얼빈,2024-12-24,5610,4896225,54366260
2025-02-09,8,뽀로로 극장판 바닷속 대모험,2025-01-01,4584,403244,41961100
2025-02-09,9,더 폴: 디렉터스 컷,2024-12-25,4562,116729,46407500
2025-02-09,10,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,3552,40070,31712500
2025-02-10,1,히트맨2,2025-01-22,25572,2341661,237721700
2025-02-10,2,말할 수 없는 비밀,2025-01-27,17689,592166,163452200
2025-02-10,3,검은 수녀들,2025-01-24,10389,1610705,100363980
2025-02-10,4,브로큰,2025-02-05,9355,170353,86721500
2025-02-10,5,서브스턴스,2024-12-11,5832,438377,56112300
2025-02-10,6,더 폴: 디렉터스 컷,2024-12-25,2729,119458,26578000
2025-02-10,7,하얼빈,2024-12-24,2477,4898702,23137200
2025-02-10,8,아이유 콘서트 : 더 위닝,2025-01-24,1134,67068,32109500
2025-02-10,9,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,1044,167712,8733000
2025-02-10,10,9월 5일: 위험한 특종,2025-02-05,831,8456,7768400
2025-02-11,1,히트맨2,2025-01-22,22375,2364036,207060900
2025-02-11,2,말할 수 없는 비밀,2025-01-27,16797,608963,154547300
2025-02-11,3,검은 수녀들,2025-01-24,9654,1620359,92701400
2025-02-11,4,브로큰,2025-02-05,8850,179203,78753800
2025-02-11,5,서브스턴스,2024-12-11,5624,444001,53992600
2025-02-11,6,더 폴: 디렉터스 컷,2024-12-25,2666,122124,26094000
2025-02-11,7,하얼빈,2024-12-24,2161,4900863,20276200
2025-02-11,8,뽀로로 극장판 바닷속 대모험,2025-01-01,1203,405269,8528900
2025-02-11,9,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,997,168709,8415800
2025-02-11,10,9월 5일: 위험한 특종,2025-02-05,932,9388,8714700
2025-02-12,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,123237,124005,1235188390
2025-02-12,2,히트맨2,2025-01-22,15063,2379099,140532000
2025-02-12,3,말할 수 없는 비밀,2025-01-27,13992,622955,128638300
2025-02-12,4,검은 수녀들,2025-01-24,5721,1626080,54087800
2025-02-12,5,브루탈리스트,2025-02-12,4952,7936,46524000
2025-02-12,6,서브스턴스,2024-12-11,4294,448295,41033300
2025-02-12,7,브로큰,2025-02-05,3081,182284,28000300
2025-02-12,8,미드나잇 인 파리,2012-07-05,2779,384348,24110800
2025-02-12,9,극장판 쿠로코의 농구 라스트 게임,2017-04-27,2610,74891,17898400
2025-02-12,10,더 폴: 디렉터스 컷,2024-12-25,2245,124369,21685300
2025-02-13,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,84843,208848,838062130
2025-02-13,2,히트맨2,2025-01-22,13807,2392906,126723800
2025-02-13,3,말할 수 없는 비밀,2025-01-27,12864,635819,118899880
2025-02-13,4,검은 수녀들,2025-01-24,5764,1631844,53884900
2025-02-13,5,서브스턴스,2024-12-11,4319,452614,41325360
2025-02-13,6,브루탈리스트,2025-02-12,3299,11235,30724700
2025-02-13,7,브로큰,2025-02-05,2598,184882,23367900
2025-02-13,8,더 폴: 디렉터스 컷,2024-12-25,2107,126476,20571100
2025-02-13,9,미드나잇 인 파리,2012-07-05,1676,386024,14809420
2025-02-13,10,500일의 썸머,2010-01-21,1436,301693,13783700
2025-02-14,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,113881,322729,1166629870
2025-02-14,2,말할 수 없는 비밀,2025-01-27,16771,652590,161175220
2025-02-14,3,명탐정 코난: 14번째 표적,2025-02-14,15480,19292,144339960
2025-02-14,4,히트맨2,2025-01-22,15269,2408175,146140700
2025-02-14,5,검은 수녀들,2025-01-24,5352,1637196,52501500
2025-02-14,6,서브스턴스,2024-12-11,5082,457696,51214400
2025-02-14,7,엘리: 몬스터 패밀리,2025-02-14,4324,5494,32788600
2025-02-14,8,브루탈리스트,2025-02-12,3572,14807,35230700
2025-02-14,9,첫 번째 키스,2025-02-26,3163,3329,29876000
2025-02-14,10,500일의 썸머,2010-01-21,2708,304401,28853200
2025-02-15,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,258697,581426,2621371620
2025-02-15,2,말할 수 없는 비밀,2025-01-27,31460,684050,317830900
2025-02-15,3,히트맨2,2025-01-22,28593,2436768,273724720
2025-02-15,4,명탐정 코난: 14번째 표적,2025-02-14,11670,30962,109346040
2025-02-15,5,서브스턴스,2024-12-11,8674,466370,86496400
2025-02-15,6,검은 수녀들,2025-01-24,7731,1644927,76007020
2025-02-15,7,엘리: 몬스터 패밀리,2025-02-14,6355,11849,55545100
2025-02-15,8,브루탈리스트,2025-02-12,6279,21086,64566900
2025-02-15,9,더 폴: 디렉터스 컷,2024-12-25,5501,134364,56973200
2025-02-15,10,미드나잇 인 파리,2012-07-05,3169,390943,35139460
2025-02-16,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,211258,792684,2117673880
2025-02-16,2,말할 수 없는 비밀,2025-01-27,30004,714054,305280200
2025-02-16,3,히트맨2,2025-01-22,25480,2462248,246259920
2025-02-16,4,명탐정 코난: 14번째 표적,2025-02-14,10468,41430,98625900
2025-02-16,5,서브스턴스,2024-12-11,7238,473608,72600960
2025-02-16,6,검은 수녀들,2025-01-24,6421,1651348,63573700
2025-02-16,7,엘리: 몬스터 패밀리,2025-02-14,5660,17509,49555700
2025-02-16,8,브루탈리스트,2025-02-12,5574,26660,58691300
2025-02-16,9,더 폴: 디렉터스 컷,2024-12-25,4798,139162,49202000
2025-02-16,10,아이유 콘서트 : 더 위닝,2025-01-24,2744,72861,68598500
2025-02-17,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,59016,851700,579917620
2025-02-17,2,말할 수 없는 비밀,2025-01-27,10027,724081,93480600
2025-02-17,3,히트맨2,2025-01-22,9666,2471914,90126500
2025-02-17,4,서브스턴스,2024-12-11,4265,477873,41181300
2025-02-17,5,명탐정 코난: 14번째 표적,2025-02-14,4193,45623,38566180
2025-02-17,6,브루탈리스트,2025-02-12,3363,30023,31581160
2025-02-17,7,검은 수녀들,2025-01-24,3121,1654469,29650600
2025-02-17,8,더 폴: 디렉터스 컷,2024-12-25,2199,141361,21696700
2025-02-17,9,엘리: 몬스터 패밀리,2025-02-14,1409,18918,10758300
2025-02-17,10,500일의 썸머,2010-01-21,1397,310975,13112200
2025-02-18,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,51962,903662,510806690
2025-02-18,2,말할 수 없는 비밀,2025-01-27,10251,734332,95402900
2025-02-18,3,히트맨2,2025-01-22,9188,2481102,84711100
2025-02-18,4,명탐정 코난: 14번째 표적,2025-02-14,4207,49830,38421500
2025-02-18,5,서브스턴스,2024-12-11,4113,481986,39727400
2025-02-18,6,브루탈리스트,2025-02-12,3302,33325,31085000
2025-02-18,7,검은 수녀들,2025-01-24,2914,1657383,27326500
2025-02-18,8,괜찮아 괜찮아 괜찮아! ,2025-02-26,2178,2495,19602000
2025-02-18,9,더 폴: 디렉터스 컷,2024-12-25,2099,143460,20414300
2025-02-18,10,엘리: 몬스터 패밀리,2025-02-14,1499,20417,11832700
2025-02-19,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,49474,953136,478857320
2025-02-19,2,말할 수 없는 비밀,2025-01-27,9947,744279,92909860
2025-02-19,3,히트맨2,2025-01-22,8121,2489223,75281080
2025-02-19,4,패딩턴: 페루에 가다!,2025-02-19,7501,9030,57009900
2025-02-19,5,서브스턴스,2024-12-11,4214,486200,40174500
2025-02-19,6,써니데이,2025-02-19,4145,5225,34750200
2025-02-19,7,명탐정 코난: 14번째 표적,2025-02-14,4136,53966,37874400
2025-02-19,8,영화 이상한 과자 가게 전천당,2025-02-19,3941,4831,29687200
2025-02-19,9,히어 ,2025-02-19,3227,3801,22618620
2025-02-19,10,브루탈리스트,2025-02-12,2718,36043,25195760
2025-02-20,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,43079,996215,419346326
2025-02-20,2,말할 수 없는 비밀,2025-01-27,9482,753761,88257820
2025-02-20,3,히트맨2,2025-01-22,7810,2497033,72458000
2025-02-20,4,패딩턴: 페루에 가다!,2025-02-19,5481,14511,44759700
2025-02-20,5,서브스턴스,2024-12-11,3944,490144,38201100
2025-02-20,6,영화 이상한 과자 가게 전천당,2025-02-19,3490,8321,27632600
2025-02-20,7,명탐정 코난: 14번째 표적,2025-02-14,3469,57435,31468700
2025-02-20,8,브루탈리스트,2025-02-12,2742,38785,25721500
2025-02-20,9,더 폴: 디렉터스 컷,2024-12-25,2479,148238,25404800
2025-02-20,10,써니데이,2025-02-19,2451,7676,20099200
2025-02-21,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,62480,1058695,634995360
2025-02-21,2,퇴마록,2025-02-21,26501,33882,258745320
2025-02-21,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,23304,25693,199290800
2025-02-21,4,말할 수 없는 비밀,2025-01-27,7605,761366,73322920
2025-02-21,5,히트맨2,2025-01-22,6108,2503141,57759200
2025-02-21,6,패딩턴: 페루에 가다!,2025-02-19,5767,20278,50010300
2025-02-21,7,서브스턴스,2024-12-11,4104,494248,40599600
2025-02-21,8,영화 이상한 과자 가게 전천당,2025-02-19,2824,11145,23620800
2025-02-21,9,브루탈리스트,2025-02-12,2761,41546,27247100
2025-02-21,10,명탐정 코난: 14번째 표적,2025-02-14,2442,59877,22584200
2025-02-22,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,137652,1196347,1381867260
2025-02-22,2,퇴마록,2025-02-21,43069,76951,421844100
2025-02-22,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,23985,49678,218090900
2025-02-22,4,패딩턴: 페루에 가다!,2025-02-19,15023,35301,133316300
2025-02-22,5,말할 수 없는 비밀,2025-01-27,14395,775761,137547340
2025-02-22,6,히트맨2,2025-01-22,12823,2515964,123602200
2025-02-22,7,영화 이상한 과자 가게 전천당,2025-02-19,7321,18466,63261400
2025-02-22,8,서브스턴스,2024-12-11,6994,501242,69968200
2025-02-22,9,브루탈리스트,2025-02-12,5397,46943,55755400
2025-02-22,10,더 폴: 디렉터스 컷,2024-12-25,4405,154705,45423500
2025-02-23,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,116010,1312357,1157947840
2025-02-23,2,퇴마록,2025-02-21,38520,115471,375133380
2025-02-23,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,21312,70990,203842800
2025-02-23,4,패딩턴: 페루에 가다!,2025-02-19,14012,49313,125572900
2025-02-23,5,말할 수 없는 비밀,2025-01-27,13627,789388,130349600
2025-02-23,6,히트맨2,2025-01-22,11242,2527206,108480120
2025-02-23,7,영화 이상한 과자 가게 전천당,2025-02-19,7721,26187,67715100
2025-02-23,8,서브스턴스,2024-12-11,6191,507433,61578620
2025-02-23,9,브루탈리스트,2025-02-12,5407,52350,54701700
2025-02-23,10,엘리: 몬스터 패밀리,2025-02-14,4052,34012,34901000
2025-02-24,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,31316,1343673,305035800
2025-02-24,2,퇴마록,2025-02-21,15545,131016,146129000
2025-02-24,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8788,79778,79493800
2025-02-24,4,말할 수 없는 비밀,2025-01-27,5614,795002,52590600
2025-02-24,5,패딩턴: 페루에 가다!,2025-02-19,4309,53622,36161300
2025-02-24,6,히트맨2,2025-01-22,4283,2531489,39799400
2025-02-24,7,서브스턴스,2024-12-11,3770,511203,36436400
2025-02-24,8,브루탈리스트,2025-02-12,2262,54612,21550500
2025-02-24,9,영화 이상한 과자 가게 전천당,2025-02-19,2102,28289,17998400
2025-02-24,10,명탐정 코난: 14번째 표적,2025-02-14,1863,69845,17109860
2025-02-25,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,27965,1371638,270641560
2025-02-25,2,퇴마록,2025-02-21,14376,145392,135181380
2025-02-25,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8864,88642,76498200
2025-02-25,4,말할 수 없는 비밀,2025-01-27,5810,800812,52858400
2025-02-25,5,패딩턴: 페루에 가다!,2025-02-19,5462,59084,44184900
2025-02-25,6,히트맨2,2025-01-22,4258,2535747,39205200
2025-02-25,7,서브스턴스,2024-12-11,4147,515350,39734100
2025-02-25,8,영화 이상한 과자 가게 전천당,2025-02-19,2590,30879,21299700
2025-02-25,9,브루탈리스트,2025-02-12,2407,57019,22792400
2025-02-25,10,명탐정 코난: 14번째 표적,2025-02-14,2052,71897,18741800
2025-02-26,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,40074,1411712,329905500
2025-02-26,2,퇴마록,2025-02-21,24124,169516,194406740
2025-02-26,3,괜찮아 괜찮아 괜찮아! ,2025-02-26,13737,17131,106792680
2025-02-26,4,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,12708,12708,317663500
2025-02-26,5,"그 시절, 우리가 좋아했던 소녀",2025-02-21,11590,100232,87991100
2025-02-26,6,컴플리트 언노운,2025-02-26,11096,13910,90135160
2025-02-26,7,패딩턴: 페루에 가다!,2025-02-19,7421,66505,53871500
2025-02-26,8,첫 번째 키스,2025-02-26,6199,9528,44466100
2025-02-26,9,백수아파트,2025-02-26,6130,7282,47536800
2025-02-26,10,말할 수 없는 비밀,2025-01-27,6045,806857,47754500
2025-02-27,1,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,29013,1440725,274935600
2025-02-27,2,퇴마록,2025-02-21,18462,187978,171507500
2025-02-27,3,"그 시절, 우리가 좋아했던 소녀",2025-02-21,11637,111869,103468600
2025-02-27,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,9442,26573,82260200
2025-02-27,5,패딩턴: 페루에 가다!,2025-02-19,5764,72269,47002200
2025-02-27,6,컴플리트 언노운,2025-02-26,5353,19263,51826280
2025-02-27,7,백수아파트,2025-02-26,4940,12222,41560980
2025-02-27,8,말할 수 없는 비밀,2025-01-27,4240,811097,39051000
2025-02-27,9,힘내라 대한민국,2025-02-27,4099,4099,38710660
2025-02-27,10,서브스턴스,2024-12-11,3726,524147,35431700
2025-02-28,1,미키 17,2025-02-28,248047,254393,2451016920
2025-02-28,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,23551,1464276,218997740
2025-02-28,3,퇴마록,2025-02-21,15060,203038,146175860
2025-02-28,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,7269,33842,65493700
2025-02-28,5,"그 시절, 우리가 좋아했던 소녀",2025-02-21,5550,117419,49096400
2025-02-28,6,패딩턴: 페루에 가다!,2025-02-19,5069,77338,43776200
2025-02-28,7,첫 번째 키스,2025-02-26,5016,17644,35871400
2025-02-28,8,힘내라 대한민국,2025-02-27,4676,8775,43931400
2025-02-28,9,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,4349,19654,108705500
2025-02-28,10,컴플리트 언노운,2025-02-26,3691,22954,36938960
2025-03-01,1,미키 17,2025-02-28,356296,610689,3572972670
2025-03-01,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,43731,1508007,419467660
2025-03-01,3,퇴마록,2025-02-21,33721,236759,331755340
2025-03-01,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,11027,44869,100799100
2025-03-01,5,패딩턴: 페루에 가다!,2025-02-19,10543,87881,95930900
2025-03-01,6,"그 시절, 우리가 좋아했던 소녀",2025-02-21,9850,127269,88663900
2025-03-01,7,백수아파트,2025-02-26,5921,20975,54650640
2025-03-01,8,컴플리트 언노운,2025-02-26,5579,28533,56717120
2025-03-01,9,첫 번째 키스,2025-02-26,5427,23071,43430940
2025-03-01,10,힘내라 대한민국,2025-02-27,5047,13822,47238620
2025-03-02,1,미키 17,2025-02-28,376171,986860,3731326330
2025-03-02,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,43604,1551611,416992320
2025-03-02,3,퇴마록,2025-02-21,36529,273288,353616960
2025-03-02,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,11482,56351,106678400
2025-03-02,5,패딩턴: 페루에 가다!,2025-02-19,10139,98020,92891700
2025-03-02,6,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8941,136210,83761700
2025-03-02,7,힘내라 대한민국,2025-02-27,8401,22223,81467560
2025-03-02,8,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,6563,30268,164054000
2025-03-02,9,백수아파트,2025-02-26,6161,27136,57048160
2025-03-02,10,컴플리트 언노운,2025-02-26,5985,34518,61873030
2025-03-03,1,미키 17,2025-02-28,316111,1302971,3098002180
2025-03-03,2,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,32562,1584173,310750100
2025-03-03,3,퇴마록,2025-02-21,28112,301400,272007180
2025-03-03,4,괜찮아 괜찮아 괜찮아! ,2025-02-26,10794,67145,98232120
2025-03-03,5,힘내라 대한민국,2025-02-27,10781,33004,101425600
2025-03-03,6,패딩턴: 페루에 가다!,2025-02-19,10299,108319,96869900
2025-03-03,7,"그 시절, 우리가 좋아했던 소녀",2025-02-21,8459,144669,76129100
2025-03-03,8,백수아파트,2025-02-26,5648,32784,54667300
2025-03-03,9,컴플리트 언노운,2025-02-26,5483,40001,55362970
2025-03-03,10,영화 이상한 과자 가게 전천당,2025-02-19,4773,48745,40237200
2025-03-04,1,미키 17,2025-02-28,82482,1385453,792920440
2025-03-04,2,퇴마록,2025-02-21,7991,309391,74486380
2025-03-04,3,캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,7212,1591385,66367060
2025-03-04,4,힘내라 대한민국,2025-02-27,4614,37618,40805000
2025-03-04,5,괜찮아 괜찮아 괜찮아! ,2025-02-26,4325,71470,37343100
2025-03-04,6,울프맨,2025-03-05,3020,3020,21140000
